season,club,player,height,minutes,height_match
2023-24,Luton,Ross Barkley,186,2616,surname+initial
2023-24,Luton,Jacob Brown,184,1013,surname+initial
2023-24,Luton,Aidan Francis-Clarke,,0,UNMATCHED
2023-24,Luton,Tim Krul,188,0,full
2023-24,Luton,Joseph Johnson,180,75,surname+initial
2023-24,Luton,Andros Townsend,175,1197,full
2023-24,Luton,Jayden Luker,,0,UNMATCHED
2023-24,Luton,Zack Nelson,,4,UNMATCHED
2023-24,Luton,Daiki Hashioka,184,592,surname+initial
2023-24,Luton,Axel Piesold,,0,UNMATCHED
2023-24,Luton,Dominic Dos Santos Martins,,0,UNMATCHED
2023-24,Luton,Christian Chigozie,,0,UNMATCHED
2023-24,Luton,Taylan Harris,,0,UNMATCHED
2023-24,Man City,Manuel Akanji,188,2512,full
2023-24,Man City,Nathan Aké,180,2039,full
2023-24,Man City,Julián Álvarez,170,2644,full
2023-24,Man City,Bernardo Veiga de Carvalho e Silva,173,2576,alias
2023-24,Man City,Oscar Bobb,174,294,full
2023-24,Man City,João Cancelo,182,0,full
2023-24,Man City,Scott Carson,188,0,full
2023-24,Man City,Shea Charles,189,0,full
2023-24,Man City,Kevin De Bruyne,181,1219,full
2023-24,Man City,Rúben Gato Alves Dias,187,2557,alias
2023-24,Man City,Ederson Santana de Moraes,188,2785,full
2023-24,Man City,Phil Foden,171,2860,full
2023-24,Man City,Jack Grealish,180,998,full
2023-24,Man City,Erling Haaland,195,2553,full
2023-24,Man City,Mateo Kovačić,177,1539,full
2023-24,Man City,Aymeric Laporte,191,11,full
2023-24,Man City,Rico Lewis,169,804,full
2023-24,Man City,Riyad Mahrez,179,0,full
2023-24,Man City,Stefan Ortega Moreno,185,632,full
2023-24,Man City,Máximo Perrone,178,0,full
2023-24,Man City,Rodrigo Hernandez,170,2931,surname+initial
2023-24,Man City,Sergio Gómez,171,48,full
2023-24,Man City,Zack Steffen,191,0,full
2023-24,Man City,John Stones,188,1061,full
2023-24,Man City,Kyle Walker,183,2766,full
2023-24,Man City,Matheus Luiz Nunes,183,831,full
2023-24,Man City,Joško Gvardiol,185,2327,full
2023-24,Man City,Jérémy Doku,173,1585,full
2023-24,Man City,Mahamadou Susoho,,0,UNMATCHED
2023-24,Man City,Micah Hamilton,,0,UNMATCHED
2023-24,Man City,Jacob Wright,193,0,surname+initial
2023-24,Man Utd,Mason Mount,181,509,full
2023-24,Man Utd,Alex Telles,181,0,full
2023-24,Man Utd,Amad Diallo,173,385,full
2023-24,Man Utd,Antony Matheus dos Santos,172,1311,full
2023-24,Man Utd,Bruno Borges Fernandes,179,3118,alias
2023-24,Man Utd,Brandon Williams,182,0,full
2023-24,Man Utd,Eric Bailly,187,0,full
2023-24,Man Utd,Carlos Henrique Casimiro,185,1981,initial+lasttoken
2023-24,Man Utd,Diogo Dalot Teixeira,183,3174,alias
2023-24,Man Utd,Christian Eriksen,182,1134,full
2023-24,Man Utd,Álvaro Fernández Carreras,186,0,full
2023-24,Man Utd,Frederico Rodrigues de Paula Santos,169,0,full
2023-24,Man Utd,Alejandro Garnacho,180,2564,full
2023-24,Man Utd,Hannibal Mejbri,182,131,full
2023-24,Man Utd,Tom Heaton,188,0,full
2023-24,Man Utd,Victor Lindelöf,187,1328,full
2023-24,Man Utd,Harry Maguire,193,1650,full
2023-24,Man Utd,Kobbie Mainoo,175,1927,surname+initial
2023-24,Man Utd,Tyrell Malacia,169,0,full
2023-24,Man Utd,Anthony Martial,184,439,full
2023-24,Man Utd,Lisandro Martínez,174,643,surname+initial
2023-24,Man Utd,Scott McTominay,193,1891,full
2023-24,Man Utd,Facundo Pellistri Rebollo,175,164,full
2023-24,Man Utd,Raphaël Varane,191,1370,full
2023-24,Man Utd,Marcus Rashford,186,2264,full
2023-24,Man Utd,Jadon Sancho,180,76,full
2023-24,Man Utd,Luke Shaw,181,960,surname+initial
2023-24,Man Utd,Shola Shoretire,175,0,surname+initial
2023-24,Man Utd,Donny van de Beek,184,2,full
2023-24,Man Utd,Aaron Wan-Bissaka,183,1778,full
2023-24,Man Utd,André Onana,190,3420,full
2023-24,Man Utd,Rasmus Højlund,191,2156,surname+initial
2023-24,Man Utd,Omari Forson,,67,UNMATCHED
2023-24,Man Utd,Radek Vítek,,0,UNMATCHED
2023-24,Man Utd,Daniel Gore,173,1,full
2023-24,Man Utd,Altay Bayindir,198,0,full
2023-24,Man Utd,Jonny Evans,188,1389,full
2023-24,Man Utd,Sofyan Amrabat,185,929,full
2023-24,Man Utd,Joe Hugill,183,0,surname+initial
2023-24,Man Utd,Willy Kambwala,,325,UNMATCHED
2023-24,Man Utd,Rhys Bennett,187,0,full
2023-24,Man Utd,Toby Collyer,,0,UNMATCHED
2023-24,Man Utd,Habeeb Ogunneye,,0,UNMATCHED
2023-24,Man Utd,Dermot Mee,,0,UNMATCHED
2023-24,Man Utd,Harry Amass,,0,UNMATCHED
2023-24,Man Utd,Ethan Wheatley,,13,UNMATCHED
2023-24,Man Utd,Louis Jackson,196,0,surname+initial
2023-24,Newcastle,Lewis Hall,179,773,full
2023-24,Newcastle,Miguel Almirón Rejala,174,1930,initial+lasttoken
2023-24,Newcastle,Elliot Anderson,179,1018,full
2023-24,Newcastle,Harrison Ashby,180,0,full
2023-24,Newcastle,Sven Botman,193,1375,full
2023-24,Newcastle,Bruno Guimarães Rodriguez Moura,182,3264,full
2023-24,Newcastle,Dan Burn,198,2725,surname+initial
2023-24,Newcastle,Karl Darlow,190,0,full
2023-24,Newcastle,Martin Dubravka,190,1984,full
2023-24,Newcastle,Ryan Fraser,163,0,full
2023-24,Newcastle,Mark Gillespie,192,0,full
2023-24,Newcastle,Anthony Gordon,183,2896,full
2023-24,Newcastle,Isaac Hayden,185,0,full
2023-24,Newcastle,Jeff Hendrick,185,0,full
2023-24,Newcastle,Alexander Isak,192,2253,full
2023-24,Newcastle,Joelinton Cássio Apolinário de Lira,186,1276,full
2023-24,Newcastle,Emil Krafth,184,909,full
2023-24,Newcastle,Garang Kuol,175,0,full
2023-24,Newcastle,Jamaal Lascelles,188,1077,full
2023-24,Newcastle,Jamal Lewis,178,0,full
2023-24,Newcastle,Sean Longstaff,180,2742,surname+initial
2023-24,Newcastle,Javier Manquillo Gaitán,178,0,full
2023-24,Newcastle,Jacob Murphy,179,1184,full
2023-24,Newcastle,Nick Pope,199,1345,full
2023-24,Newcastle,Matt Ritchie,172,120,full
2023-24,Newcastle,Allan Saint-Maximin,173,0,full
2023-24,Newcastle,Fabian Schär,186,3055,full
2023-24,Newcastle,Matt Targett,183,77,full
2023-24,Newcastle,Sandro Tonali,181,437,full
2023-24,Newcastle,Kieran Trippier,173,2235,full
2023-24,Newcastle,Kell Watts,192,0,surname+initial
2023-24,Newcastle,Joe Willock,186,415,full
2023-24,Newcastle,Callum Wilson,180,981,surname+initial
2023-24,Newcastle,Loris Karius,189,90,full
2023-24,Newcastle,Paul Dummett,183,18,full
2023-24,Newcastle,Harvey Barnes,182,788,full
2023-24,Newcastle,Tino Livramento,181,1302,surname+initial
2023-24,Newcastle,Alex Murphy,188,11,full
2023-24,Newcastle,Lewis Miley,189,1203,full
2023-24,Newcastle,Amadou Diallo,173,1,surname+initial
2023-24,Newcastle,Ben Parkinson,183,24,full
2023-24,Newcastle,Michael Ndiweni,175,1,full
2023-24,Newcastle,Joe White,186,12,full
2023-24,Newcastle,Travis Hernes,,0,UNMATCHED
2023-24,Nott'm Forest,Nuno Varela Tavares,184,454,initial+lasttoken
2023-24,Nott'm Forest,Matt Turner,190,1530,surname+initial
2023-24,Nott'm Forest,Callum Hudson-Odoi,182,1846,surname+initial
2023-24,Nott'm Forest,Anthony Elanga,178,2424,full
2023-24,Nott'm Forest,Brandon Aguilera Zamora,,4,UNMATCHED
2023-24,Nott'm Forest,Harry Arter,177,0,full
2023-24,Nott'm Forest,Serge Aurier,176,831,full
2023-24,Nott'm Forest,Taiwo Awoniyi,183,1036,full
2023-24,Nott'm Forest,Giulian Biancone,187,0,full
2023-24,Nott'm Forest,Willy Boly,195,1437,full
2023-24,Nott'm Forest,Josh Bowler,175,0,full
2023-24,Nott'm Forest,Steve Cook,185,0,full
2023-24,Nott'm Forest,Danilo dos Santos de Oliveira,176,1787,full
2023-24,Nott'm Forest,Emmanuel Dennis,175,0,full
2023-24,Nott'm Forest,Mohamed Dräger,180,0,full
2023-24,Nott'm Forest,Felipe Augusto de Almeida Monteiro,190,372,full
2023-24,Nott'm Forest,Remo Freuler,180,0,full
2023-24,Nott'm Forest,Morgan Gibbs-White,171,3156,full
2023-24,Nott'm Forest,Wayne Hennessey,198,0,surname+initial
2023-24,Nott'm Forest,Ethan Horvath,193,0,surname+initial
2023-24,Nott'm Forest,Cheikhou Kouyaté,189,206,full
2023-24,Nott'm Forest,Richie Laryea,175,0,surname+initial
2023-24,Nott'm Forest,Orel Mangala,178,1562,full
2023-24,Nott'm Forest,Loïc Mbe Soh,187,0,full
2023-24,Nott'm Forest,Scott McKenna,189,416,full
2023-24,Nott'm Forest,Alex Mighten,172,0,full
2023-24,Nott'm Forest,Moussa Niakhaté,190,1456,full
2023-24,Nott'm Forest,Lewis O'Brien,173,0,full
2023-24,Nott'm Forest,Braian Ojeda Rodríguez,,0,UNMATCHED
2023-24,Nott'm Forest,Jonathan Panzo,185,0,full
2023-24,Nott'm Forest,Omar Richards,174,0,surname+initial
2023-24,Nott'm Forest,Gustavo Henrique Furtado Scarpa,177,0,full
2023-24,Nott'm Forest,Jonjo Shelvey,184,0,full
2023-24,Nott'm Forest,Sam Surridge,191,0,full
2023-24,Nott'm Forest,Harry Toffolo,183,1452,full
2023-24,Nott'm Forest,Hwang Ui-jo,185,0,initial+lasttoken
2023-24,Nott'm Forest,Neco Williams,183,1630,full
2023-24,Nott'm Forest,Chris Wood,191,1801,full
2023-24,Nott'm Forest,Joe Worrall,190,438,full
2023-24,Nott'm Forest,Ryan Yates,190,1979,full
2023-24,Nott'm Forest,Olu Aina,184,1690,surname+initial
2023-24,Nott'm Forest,George Shelvey,188,0,full
2023-24,Nott'm Forest,Josh Powell,178,0,surname+initial
2023-24,Nott'm Forest,Gonzalo Montiel,175,796,full
2023-24,Nott'm Forest,Murillo Santiago Costa dos Santos,180,2790,webname-full
2023-24,Nott'm Forest,Odysseas Vlachodimos,190,450,surname+initial
2023-24,Nott'm Forest,Andrew Omobamidele,190,782,surname+initial
2023-24,Nott'm Forest,Nicolás Domínguez,179,1489,full
2023-24,Nott'm Forest,Ibrahim Sangaré,191,1031,surname+initial
2023-24,Nott'm Forest,Divock Origi,189,594,full
2023-24,Nott'm Forest,Jamie McDonnell,178,0,surname+initial
2023-24,Nott'm Forest,Detlef Esapa Osong,,0,UNMATCHED
2023-24,Nott'm Forest,Joe Gardner,,0,UNMATCHED
2023-24,Nott'm Forest,Giovanni Reyna,187,228,full
2023-24,Nott'm Forest,Matz Sels,188,1440,surname+initial
2023-24,Nott'm Forest,Rodrigo Duarte Ribeiro,185,14,full
2023-24,Sheffield Utd,Auston Trusty,190,2568,full
2023-24,Sheffield Utd,Cameron Archer,176,1829,full
2023-24,Sheffield Utd,Mason Holgate,184,711,full
2023-24,Sheffield Utd,James McAtee,180,1815,full
2023-24,Sheffield Utd,Anel Ahmedhodžić,195,2649,full
2023-24,Sheffield Utd,Jordan Amissah,198,0,surname+initial
2023-24,Sheffield Utd,George Baldock,175,968,surname+initial
2023-24,Sheffield Utd,Chris Basham,190,316,full
2023-24,Sheffield Utd,Jayden Bogle,178,2787,full
2023-24,Sheffield Utd,Rhian Brewster,180,338,surname+initial
2023-24,Sheffield Utd,Ismaila Coulibaly,183,0,surname+initial
2023-24,Sheffield Utd,Adam Davies,185,0,surname+initial
2023-24,Sheffield Utd,John Egan,185,482,full
2023-24,Sheffield Utd,John Fleck,170,89,full
2023-24,Sheffield Utd,Wes Foderingham,185,2648,surname+initial
2023-24,Sheffield Utd,Daniel Jebbison,190,20,surname+initial
2023-24,Sheffield Utd,Max Lowe,175,498,full
2023-24,Sheffield Utd,Oliver McBurnie,191,1279,full
2023-24,Sheffield Utd,Iliman Ndiaye,180,0,full
2023-24,Sheffield Utd,Rhys Norrington-Davies,181,109,surname+initial
2023-24,Sheffield Utd,Oliver Norwood,175,1429,full
2023-24,Sheffield Utd,Ben Osborn,176,1359,full
2023-24,Sheffield Utd,William Osula,192,778,full
2023-24,Sheffield Utd,Jack Robinson,180,2883,surname+initial
2023-24,Sheffield Utd,Anis Slimane,188,409,surname+initial
2023-24,Sheffield Utd,Yasser Larouci,176,527,full
2023-24,Sheffield Utd,Bénie Traoré,172,383,full
2023-24,Sheffield Utd,Vini de Souza Costa,187,2664,surname+initial
2023-24,Sheffield Utd,Femi Seriki,183,0,full
2023-24,Sheffield Utd,Louie Marsh,176,0,full
2023-24,Sheffield Utd,Andre Brooks,180,932,full
2023-24,Sheffield Utd,Antwoine Hackford,177,11,full
2023-24,Sheffield Utd,Gustavo Hamer,169,2908,full
2023-24,Sheffield Utd,Tom Davies,180,214,full
2023-24,Sheffield Utd,Luke Thomas,177,916,surname+initial
2023-24,Sheffield Utd,Ryan Oné,,7,UNMATCHED
2023-24,Sheffield Utd,Jili Buyabu,182,0,full
2023-24,Sheffield Utd,Sydie Peck,,9,UNMATCHED
2023-24,Sheffield Utd,Ben Brereton,188,1105,alias
2023-24,Sheffield Utd,Ivo Grbic,195,771,full
2023-24,Sheffield Utd,Billy Blacker,,0,UNMATCHED
2023-24,Sheffield Utd,Oliver Arblaster,178,942,full
2023-24,Sheffield Utd,Dovydas Sasnauskas,,0,UNMATCHED
2023-24,Sheffield Utd,Sam Curtis,185,27,full
2023-24,Sheffield Utd,Owen Hampson,,0,UNMATCHED
2023-24,Spurs,Brennan Johnson,186,2317,full
2023-24,Spurs,Brandon Austin,188,0,surname+initial
2023-24,Spurs,Rodrigo Bentancur,187,997,surname+initial
2023-24,Spurs,Yves Bissouma,182,2070,full
2023-24,Spurs,Bryan Gil Salvatierra,175,200,full
2023-24,Spurs,Ben Davies,181,1085,surname+initial
2023-24,Spurs,Eric Dier,188,199,surname+initial
2023-24,Spurs,Emerson Leite de Souza Junior,183,1152,alias
2023-24,Spurs,Fraser Forster,201,0,full
2023-24,Spurs,Pierre-Emile Højbjerg,187,1289,initial+lasttoken
2023-24,Spurs,Harry Kane,188,0,full
2023-24,Spurs,Dejan Kulusevski,186,2759,full
2023-24,Spurs,Hugo Lloris,188,0,full
2023-24,Spurs,Giovani Lo Celso,177,491,full
2023-24,Spurs,James Maddison,175,2137,full
2023-24,Spurs,Tanguy Ndombélé Alvaro,181,0,full
2023-24,Spurs,Pedro Porro,173,3090,full
2023-24,Spurs,Ivan Perišić,186,98,full
2023-24,Spurs,Richarlison de Andrade,184,1481,full
2023-24,Spurs,Joe Rodon,193,0,full
2023-24,Spurs,Cristian Romero,185,2790,full
2023-24,Spurs,Davinson Sánchez,187,76,surname+initial
2023-24,Spurs,Pape Matar Sarr,184,2063,full
2023-24,Spurs,Ryan Sessegnon,178,0,full
2023-24,Spurs,Oliver Skipp,175,691,full
2023-24,Spurs,Son Heung-min,178,2934,webname-full
2023-24,Spurs,Djed Spence,185,0,full
2023-24,Spurs,Japhet Tanganga,180,0,surname+initial
2023-24,Spurs,Destiny Udogie,188,2391,full
2023-24,Spurs,Guglielmo Vicario,188,3420,full
2023-24,Spurs,Alfie Whiteman,189,0,surname+initial
2023-24,Spurs,Manor Solomon,170,196,full
2023-24,Spurs,Micky van de Ven,193,2341,surname+initial
2023-24,Spurs,Dane Scarlett,179,19,surname+initial
2023-24,Spurs,Alejo Véliz,186,45,full
2023-24,Spurs,Ashley Phillips,191,0,full
2023-24,Spurs,Jamie Donley,,3,UNMATCHED
2023-24,Spurs,Alfie Dorrington,,0,UNMATCHED
2023-24,Spurs,Yago de Santiago Alonso,193,0,initial+lasttoken
2023-24,Spurs,Timo Werner,180,808,full
2023-24,Spurs,Radu Dragusin,191,424,full
2023-24,Spurs,Mikey Moore,,3,UNMATCHED
2023-24,Spurs,Tyrese Hall,190,0,surname+initial
2023-24,West Ham,Kalvin Phillips,178,394,full
2023-24,West Ham,Nayef Aguerd,190,1857,full
2023-24,West Ham,Michail Antonio,180,1692,full
2023-24,West Ham,Alphonse Areola,195,2700,full
2023-24,West Ham,Saïd Benrahma,172,611,full
2023-24,West Ham,Jarrod Bowen,175,3020,full
2023-24,West Ham,Maxwel Cornet,179,109,surname+initial
2023-24,West Ham,Vladimír Coufal,175,3135,full
2023-24,West Ham,Conor Coventry,175,0,full
2023-24,West Ham,Aaron Cresswell,175,431,full
2023-24,West Ham,Flynn Downes,173,0,surname+initial
2023-24,West Ham,Emerson Palmieri dos Santos,176,3138,full
2023-24,West Ham,Lukasz Fabianski,190,721,full
2023-24,West Ham,Pablo Fornals Malla,178,418,full
2023-24,West Ham,Danny Ings,177,389,full
2023-24,West Ham,Ben Johnson,184,538,full
2023-24,West Ham,Thilo Kehrer,186,19,full
2023-24,West Ham,Divin Mubama,183,75,full
2023-24,West Ham,Lucas Tolentino Coelho de Lima,180,2627,full
2023-24,West Ham,Gianluca Scamacca,195,0,full
2023-24,West Ham,Tomáš Souček,192,2867,full
2023-24,West Ham,Nikola Vlašić,178,0,full
2023-24,West Ham,Kurt Zouma,190,2838,full
2023-24,West Ham,Angelo Ogbonna,191,634,full
2023-24,West Ham,Edson Álvarez Velázquez,190,2375,alias
2023-24,West Ham,Joseph Anang,190,0,surname+initial
2023-24,West Ham,James Ward-Prowse,173,3000,surname+initial
2023-24,West Ham,Konstantinos Mavropanos,194,1500,full
2023-24,West Ham,Mohammed Kudus,177,2485,full
2023-24,West Ham,Lewis Orford,,0,UNMATCHED
2023-24,West Ham,Kaelan Casey,186,1,surname+initial
2023-24,West Ham,Oliver Scarles,182,0,full
2023-24,West Ham,Callum Marshall,193,0,surname+initial
2023-24,West Ham,George Earthy,177,33,full
2023-24,Wolves,Tommy Doyle,172,1209,full
2023-24,Wolves,Rayan Aït-Nouri,180,2327,full
2023-24,Wolves,Daniel Bentley,188,382,full
2023-24,Wolves,Bendegúz Bolla,182,0,full
2023-24,Wolves,Hugo Bueno López,180,727,full
2023-24,Wolves,Francisco Jorge Tomás Oliveira,,0,UNMATCHED
2023-24,Wolves,Luke Cundle,170,0,surname+initial
2023-24,Wolves,Craig Dawson,188,2209,full
2023-24,Wolves,Fábio Silva,185,259,full
2023-24,Wolves,Gonçalo Manuel Ganchinho Guedes,179,0,full
2023-24,Wolves,Joe Hodge,172,0,surname+initial
2023-24,Wolves,Ki-Jana Hoever,183,0,full
2023-24,Wolves,Hwang Hee-chan,177,2116,initial+lasttoken
2023-24,Wolves,João Victor Gomes da Silva,176,2646,full
2023-24,Wolves,Jonathan Castro Otto,170,4,full
2023-24,Wolves,Bruno Cavaco Jordão,180,0,initial+lasttoken
2023-24,Wolves,Sasa Kalajdzic,200,158,full
2023-24,Wolves,Max Kilman,194,3420,surname+initial
2023-24,Wolves,Tom King,170,0,full
2023-24,Wolves,Mario Lemina,184,2969,surname+initial
2023-24,Wolves,Pedro Lomba Neto,172,1516,full
2023-24,Wolves,Daniel Castelo Podence,165,0,full
2023-24,Wolves,José Malheiro de Sá,192,3037,alias
2023-24,Wolves,Pablo Sarabia,174,1737,full
2023-24,Wolves,Matija Šarkić,195,0,full
2023-24,Wolves,Nélson Cabral Semedo,177,3084,full
2023-24,Wolves,Toti António Gomes,187,2771,surname+initial
2023-24,Wolves,Boubacar Traoré,183,802,full
2023-24,Wolves,Matheus Santos Carneiro Da Cunha,183,2438,full
2023-24,Wolves,Matt Doherty,182,1136,surname+initial
2023-24,Wolves,Santiago Bueno,190,819,full
2023-24,Wolves,Enso González,169,1,surname+initial
2023-24,Wolves,Nathan Fraser,186,183,full
2023-24,Wolves,Jean-Ricner Bellegarde,172,948,full
2023-24,Wolves,Matthew Whittingham,,0,UNMATCHED
2023-24,Wolves,Tawanda Chirewa,181,138,full
2023-24,Wolves,Justin Hubner,,0,UNMATCHED
2023-24,Wolves,Owen Hesketh,,0,UNMATCHED
2023-24,Wolves,Ty Barnett,191,0,surname+initial
2023-24,Wolves,Harvey Griffiths,191,0,full
2023-24,Wolves,Yerson Mosquera,188,0,full
2023-24,Wolves,Noha Lemina,172,0,full
2023-24,Wolves,Wesley Okoduwa,,0,UNMATCHED
2023-24,Wolves,Leon Chiwome,,173,UNMATCHED
2023-24,Wolves,Fletcher Holman,,0,UNMATCHED
2023-24,Wolves,Temple Ojinnaka,,0,UNMATCHED
2024-25,Arsenal,Fábio Ferreira Vieira,177,0,initial+lasttoken
2024-25,Arsenal,Gabriel Fernando de Jesus,175,600,full
2024-25,Arsenal,Gabriel dos Santos Magalhães,190,2363,full
2024-25,Arsenal,Kai Havertz,193,1872,full
2024-25,Arsenal,Karl Hein,193,0,surname+initial
2024-25,Arsenal,Jurriën Timber,179,2415,full
2024-25,Arsenal,Jorge Luiz Frello Filho,178,701,tokens
2024-25,Arsenal,Jakub Kiwior,189,1117,full
2024-25,Arsenal,Gabriel Martinelli Silva,178,2284,alias
2024-25,Arsenal,Ethan Nwaneri,176,882,full
2024-25,Arsenal,Martin Ødegaard,178,2321,full
2024-25,Arsenal,David Raya Martin,183,3420,full
2024-25,Arsenal,Declan Rice,185,2823,surname+initial
2024-25,Arsenal,Bukayo Saka,178,1724,full
2024-25,Arsenal,William Saliba,192,3039,full
2024-25,Arsenal,Thomas Partey,185,2793,full
2024-25,Arsenal,Kieran Tierney,180,250,full
2024-25,Arsenal,Tomiyasu Takehiro,188,6,tokens
2024-25,Arsenal,Leandro Trossard,171,2546,full
2024-25,Arsenal,Benjamin White,185,1195,full
2024-25,Arsenal,Oleksandr Zinchenko,175,518,full
2024-25,Arsenal,Norberto Murara Neto,190,180,full
2024-25,Arsenal,Raheem Sterling,170,490,full
2024-25,Arsenal,Riccardo Calafiori,188,978,full
2024-25,Arsenal,Myles Lewis-Skelly,178,1362,full
2024-25,Arsenal,Mikel Merino,189,1575,full
2024-25,Arsenal,Salah-Eddine Oulad M'hand,177,0,full
2024-25,Arsenal,Tommy Setford,,0,UNMATCHED
2024-25,Arsenal,Maldini Kacurri,,0,UNMATCHED
2024-25,Arsenal,Ismeal Kabia,,0,UNMATCHED
2024-25,Arsenal,Josh Nichols,,0,UNMATCHED
2024-25,Arsenal,Nathan Butler-Oyedeji,177,6,full
2024-25,Arsenal,Mikel Arteta,177,0,full
2024-25,Arsenal,Jack Porter,,0,UNMATCHED
2024-25,Arsenal,Jimi Gower,,0,UNMATCHED
2024-25,Arsenal,Jack Henry-Francis,,0,UNMATCHED
2024-25,Arsenal,Brayden Clarke,185,0,surname+initial
2024-25,Aston Villa,Leon Bailey,178,1132,full
2024-25,Aston Villa,Ross Barkley,186,567,surname+initial
2024-25,Aston Villa,Enzo Barrenechea,186,0,full
2024-25,Aston Villa,Emiliano Buendía Stati,172,89,alias
2024-25,Aston Villa,Matty Cash,185,2069,full
2024-25,Aston Villa,Leander Dendoncker,188,0,full
2024-25,Aston Villa,Moussa Diaby,171,0,full
2024-25,Aston Villa,Diego Carlos Santos Silva,186,828,full
2024-25,Aston Villa,Lucas Digne,178,2348,full
2024-25,Aston Villa,Lewis Dobbin,175,0,full
2024-25,Aston Villa,Jhon Durán,185,622,full
2024-25,Aston Villa,Joe Gauci,193,0,full
2024-25,Aston Villa,Kortney Hause,191,0,full
2024-25,Aston Villa,Samuel Iling-Junior,182,0,full
2024-25,Aston Villa,Boubacar Kamara,184,1720,full
2024-25,Aston Villa,Kaine Kesler-Hayden,175,0,surname+initial
2024-25,Aston Villa,Ezri Konsa Ngoyo,183,2936,full
2024-25,Aston Villa,Ian Maatsen,178,1125,full
2024-25,Aston Villa,Filip Marschall,195,0,full
2024-25,Aston Villa,Emiliano Martínez Romero,180,3195,initial+lasttoken
2024-25,Aston Villa,John McGinn,178,2217,full
2024-25,Aston Villa,Tyrone Mings,196,1119,full
2024-25,Aston Villa,Kosta Nedeljković,184,121,full
2024-25,Aston Villa,Robin Olsen,198,225,surname+initial
2024-25,Aston Villa,Pau Torres,192,2019,full
2024-25,Aston Villa,Jacob Ramsey,180,1616,full
2024-25,Aston Villa,Morgan Rogers,187,3115,full
2024-25,Aston Villa,Viljami Sinisalo,196,0,full
2024-25,Aston Villa,Lino da Cruz Sousa,,0,UNMATCHED
2024-25,Aston Villa,Youri Tielemans,176,3025,full
2024-25,Aston Villa,Ollie Watkins,180,2593,full
2024-25,Aston Villa,Axel Disasi,191,851,full
2024-25,Aston Villa,Amadou Onana,195,1613,full
2024-25,Aston Villa,Marcus Rashford,186,1414,full
2024-25,Aston Villa,Lamare Bogarde,183,473,full
2024-25,Aston Villa,Sil Swinkels,190,0,full
2024-25,Aston Villa,Oliwier Zych,193,0,full
2024-25,Aston Villa,Kadan Young,,0,UNMATCHED
2024-25,Aston Villa,Ben Broggio,,0,UNMATCHED
2024-25,Aston Villa,Jamaldeen Jimoh,,0,UNMATCHED
2024-25,Aston Villa,Donyell Malen,178,296,full
2024-25,Aston Villa,Andrés García,187,316,surname+initial
2024-25,Aston Villa,Unai Emery,,0,UNMATCHED
2024-25,Aston Villa,Marco Asensio,182,740,full
2024-25,Bournemouth,Max Aarons,171,84,surname+initial
2024-25,Bournemouth,Tyler Adams,175,1959,full
2024-25,Bournemouth,Jaidon Anthony,183,0,full
2024-25,Bournemouth,David Brooks,173,941,full
2024-25,Bournemouth,Ryan Christie,178,2114,full
2024-25,Bournemouth,Lewis Cook,175,2976,full
2024-25,Bournemouth,Enes Ünal,187,330,full
2024-25,Bournemouth,Romain Faivre,180,0,full
2024-25,Bournemouth,Hamed Traorè,175,0,surname+initial
2024-25,Bournemouth,James Hill,184,443,surname+initial
2024-25,Bournemouth,Daniel Jebbison,190,105,surname+initial
2024-25,Bournemouth,Milos Kerkez,176,3336,full
2024-25,Bournemouth,Justin Kluivert,171,2339,full
2024-25,Bournemouth,Chris Mepham,190,0,full
2024-25,Bournemouth,Dango Ouattara,177,1998,full
2024-25,Bournemouth,Alex Paulsen,183,0,surname+initial
2024-25,Bournemouth,Philip Billing,197,176,surname+initial
2024-25,Bournemouth,Alex Scott,180,745,full
2024-25,Bournemouth,Antoine Semenyo,180,3202,surname+initial
2024-25,Bournemouth,Marcos Senesi,183,1103,surname+initial
2024-25,Bournemouth,Luis Sinisterra,172,229,full
2024-25,Bournemouth,Adam Smith,180,1586,surname+initial
2024-25,Bournemouth,Marcus Tavernier,177,1932,full
2024-25,Bournemouth,Mark Travers,191,450,full
2024-25,Bournemouth,Illia Zabarnyi,186,3109,full
2024-25,Bournemouth,Kepa Arrizabalaga,189,2790,alias
2024-25,Bournemouth,Dean Huijsen,197,2422,full
2024-25,Bournemouth,Julián Araujo Zúñiga,,492,UNMATCHED
2024-25,Bournemouth,Will Dennis,188,0,full
2024-25,Bournemouth,Francisco Evanilson de Lima Barbosa,181,2317,full
2024-25,Bournemouth,Max Kinsey,,0,UNMATCHED
2024-25,Bournemouth,Ben Winterburn,,22,UNMATCHED
2024-25,Bournemouth,Archie Harris,191,0,surname+initial
2024-25,Bournemouth,Remy Rees-Dottin,,1,UNMATCHED
2024-25,Bournemouth,Matai Akinmboni,,0,UNMATCHED
2024-25,Bournemouth,Julio Soler,170,9,surname+initial
2024-25,Bournemouth,Daniel Adu-Adjei,,0,UNMATCHED
2024-25,Bournemouth,Dominic Sadi,174,0,full
2024-25,Bournemouth,Callan McKenna,193,0,surname+initial
2024-25,Bournemouth,Zain Silcott-Duberry,,1,UNMATCHED
2024-25,Bournemouth,Andoni Iraola,,0,UNMATCHED
2024-25,Brentford,Kristoffer Ajer,198,1433,full
2024-25,Brentford,Ethan Brierley,173,0,surname+initial
2024-25,Brentford,Nathan Collins,193,3420,full
